model,target,feature,importance,importance_share
lightgbm_trial_3,Revenue,revenue_expanding_mean,48.0,0.016
lightgbm_trial_3,Revenue,Revenue_roll_mean_7,46.0,0.015333333333333332
lightgbm_trial_3,Revenue,COGS_roll_mean_7,46.0,0.015333333333333332
lightgbm_trial_3,Revenue,dayofweek_cos,43.0,0.014333333333333333
lightgbm_trial_3,Revenue,COGS_roll_std_365,43.0,0.014333333333333333
lightgbm_trial_3,Revenue,Revenue_roll_mean_30,35.0,0.011666666666666667
lightgbm_trial_3,Revenue,Revenue_roll_min_30,31.0,0.010333333333333333
lightgbm_trial_3,Revenue,Revenue_roll_std_90,29.0,0.009666666666666667
lightgbm_trial_3,Revenue,Revenue_roll_mean_365,29.0,0.009666666666666667
lightgbm_trial_3,Revenue,Revenue_roll_std_365,28.0,0.009333333333333334
lightgbm_trial_3,Revenue,COGS_roll_mean_30,28.0,0.009333333333333334
lightgbm_trial_3,Revenue,COGS_roll_min_30,27.0,0.009
lightgbm_trial_3,Revenue,year,25.0,0.008333333333333333
lightgbm_trial_3,Revenue,Revenue_roll_max_7,22.0,0.007333333333333333
lightgbm_trial_3,Revenue,Revenue_roll_min_90,21.0,0.007
lightgbm_trial_3,Revenue,is_quarter_end,20.0,0.006666666666666667
lightgbm_trial_3,Revenue,Revenue_roll_mean_90,16.0,0.005333333333333333
lightgbm_trial_3,Revenue,weekofyear_sin,15.0,0.005
lightgbm_trial_3,Revenue,weekofyear_cos,14.0,0.004666666666666667
lightgbm_trial_3,Revenue,COGS_roll_max_7,14.0,0.004666666666666667
lightgbm_trial_3,Revenue,Revenue_roll_std_30,13.0,0.004333333333333333
lightgbm_trial_3,Revenue,weekofyear,11.0,0.0036666666666666666
lightgbm_trial_3,Revenue,Revenue_roll_max_30,11.0,0.0036666666666666666
lightgbm_trial_3,Revenue,month_cos,10.0,0.0033333333333333335
lightgbm_trial_3,Revenue,Revenue_roll_max_90,10.0,0.0033333333333333335
lightgbm_trial_3,Revenue,is_month_end,9.0,0.003
lightgbm_trial_3,Revenue,month_sin,8.0,0.0026666666666666666
lightgbm_trial_3,Revenue,COGS_roll_max_30,8.0,0.0026666666666666666
lightgbm_trial_3,Revenue,Revenue_roll_min_365,7.0,0.0023333333333333335
lightgbm_trial_3,Revenue,COGS_roll_min_90,7.0,0.0023333333333333335
lightgbm_trial_3,Revenue,COGS_roll_mean_90,6.0,0.002
lightgbm_trial_3,Revenue,Revenue_roll_max_365,4.0,0.0013333333333333333
lightgbm_trial_3,Revenue,quarter,1.0,0.0003333333333333333
lightgbm_trial_3,Revenue,month,1.0,0.0003333333333333333
lightgbm_trial_3,Revenue,is_month_start,1.0,0.0003333333333333333
lightgbm_trial_3,Revenue,COGS_roll_max_90,1.0,0.0003333333333333333
lightgbm_trial_3,Revenue,COGS_roll_min_365,1.0,0.0003333333333333333
lightgbm_trial_3,Revenue,is_weekend,0.0,0.0
lightgbm_trial_3,Revenue,is_quarter_start,0.0,0.0
lightgbm_trial_3,Revenue,is_year_start,0.0,0.0
lightgbm_trial_3,Revenue,is_year_end,0.0,0.0
lightgbm_trial_3,Revenue,COGS_roll_max_365,0.0,0.0
random_forest,COGS,Revenue_lag_1,0.6596840833497805,0.6596840833497805
random_forest,COGS,COGS_lag_365,0.15601503832942445,0.15601503832942445
random_forest,COGS,COGS_lag_1,0.030272665206587782,0.030272665206587782
random_forest,COGS,COGS_lag_7,0.01556534770048037,0.01556534770048037
random_forest,COGS,COGS_lag_14,0.015100277396876586,0.015100277396876586
random_forest,COGS,Revenue_lag_14,0.014754737823491426,0.014754737823491426
random_forest,COGS,dayofmonth,0.011415220184844928,0.011415220184844928
random_forest,COGS,Revenue_lag_7,0.007140211392862067,0.007140211392862067
random_forest,COGS,Revenue_lag_365,0.006938722176827844,0.006938722176827844
random_forest,COGS,cogs_to_revenue_lag_1,0.005145537786848901,0.005145537786848901
random_forest,COGS,gross_margin_lag_1,0.004565501144201049,0.004565501144201049
random_forest,COGS,Revenue_lag_30,0.004392457700091325,0.004392457700091325
random_forest,COGS,COGS_roll_std_30,0.003935747894232872,0.003935747894232872
random_forest,COGS,Revenue_roll_mean_365,0.003842690363096972,0.003842690363096972
random_forest,COGS,Revenue_roll_mean_30,0.003738485504684895,0.003738485504684895
random_forest,COGS,revenue_expanding_mean,0.0035832430647665414,0.0035832430647665414
random_forest,COGS,Revenue_roll_std_30,0.003489693117248506,0.003489693117248506
random_forest,COGS,COGS_roll_max_7,0.0033444067712787187,0.0033444067712787187
random_forest,COGS,Revenue_roll_mean_7,0.0032872236108554753,0.0032872236108554753
random_forest,COGS,Revenue_roll_max_7,0.0032414397323699685,0.0032414397323699685
random_forest,COGS,Revenue_roll_min_7,0.0028233796873977568,0.0028233796873977568
random_forest,COGS,Revenue_roll_std_7,0.0027459701888338343,0.0027459701888338343
random_forest,COGS,COGS_roll_std_365,0.0025986725356870457,0.0025986725356870457
random_forest,COGS,Revenue_roll_min_30,0.002527570214718307,0.002527570214718307
random_forest,COGS,COGS_roll_mean_30,0.0021806660282851415,0.0021806660282851415
random_forest,COGS,COGS_lag_30,0.0021706198787481523,0.0021706198787481523
random_forest,COGS,dayofweek_sin,0.0020252271851599686,0.0020252271851599686
random_forest,COGS,dayofweek_cos,0.0018793652540867122,0.0018793652540867122
random_forest,COGS,cogs_expanding_mean,0.0017728370683924002,0.0017728370683924002
random_forest,COGS,weekofyear_sin,0.0015160099668547354,0.0015160099668547354
random_forest,COGS,COGS_roll_std_7,0.0014750298952812045,0.0014750298952812045
random_forest,COGS,year,0.0014659896338805338,0.0014659896338805338
random_forest,COGS,Revenue_roll_max_30,0.0012629885639947845,0.0012629885639947845
random_forest,COGS,dayofyear_cos,0.001248198166360496,0.001248198166360496
random_forest,COGS,COGS_roll_min_30,0.001237123276145814,0.001237123276145814
random_forest,COGS,dayofyear_sin,0.0011897985553294824,0.0011897985553294824
random_forest,COGS,COGS_roll_mean_365,0.001076347691160273,0.001076347691160273
random_forest,COGS,month,0.0010759892457798297,0.0010759892457798297
random_forest,COGS,Revenue_roll_std_365,0.0009593704366678803,0.0009593704366678803
random_forest,COGS,COGS_roll_min_7,0.0009208858745120627,0.0009208858745120627
random_forest,COGS,COGS_roll_mean_90,0.0008258260011974074,0.0008258260011974074
random_forest,COGS,COGS_roll_mean_7,0.0006899655738215999,0.0006899655738215999
random_forest,COGS,COGS_roll_max_30,0.0006525281338988381,0.0006525281338988381
random_forest,COGS,Revenue_roll_max_365,0.0006476775884489129,0.0006476775884489129
random_forest,COGS,dayofweek,0.0005800176597137903,0.0005800176597137903
random_forest,COGS,Revenue_roll_std_90,0.0005342354575265155,0.0005342354575265155
random_forest,COGS,month_cos,0.0004486109085661306,0.0004486109085661306
random_forest,COGS,dayofyear,0.0003800569971773029,0.0003800569971773029
random_forest,COGS,COGS_roll_std_90,0.0003444672882550372,0.0003444672882550372
random_forest,COGS,COGS_roll_max_90,0.0003308872537078376,0.0003308872537078376
random_forest,COGS,Revenue_roll_min_90,0.00032532433688982495,0.00032532433688982495
random_forest,COGS,Revenue_roll_min_365,0.00013307854131695002,0.00013307854131695002
random_forest,COGS,weekofyear,0.0001324755640735434,0.0001324755640735434
random_forest,COGS,COGS_roll_min_90,9.088314366649602e-05,9.088314366649602e-05
random_forest,COGS,COGS_roll_max_365,7.869080210819962e-05,7.869080210819962e-05
random_forest,COGS,Revenue_roll_mean_90,7.552337698531886e-05,7.552337698531886e-05
random_forest,COGS,is_month_start,5.853469986817139e-05,5.853469986817139e-05
random_forest,COGS,quarter,2.9115180357350736e-05,2.9115180357350736e-05
random_forest,COGS,is_weekend,1.8686661833250917e-05,1.8686661833250917e-05
random_forest,COGS,Revenue_roll_max_90,1.8645232459965433e-05,1.8645232459965433e-05
random_forest,COGS,is_month_end,0.0,0.0
random_forest,COGS,is_quarter_start,0.0,0.0
random_forest,COGS,is_quarter_end,0.0,0.0
random_forest,COGS,is_year_start,0.0,0.0
random_forest,COGS,is_year_end,0.0,0.0
random_forest,COGS,month_sin,0.0,0.0
random_forest,COGS,weekofyear_cos,0.0,0.0
random_forest,COGS,COGS_roll_min_365,0.0,0.0
random_forest,Revenue,Revenue_lag_1,0.6195044042658933,0.6195044042658934
random_forest,Revenue,Revenue_lag_365,0.13107521146541953,0.13107521146541956
random_forest,Revenue,COGS_lag_365,0.05270262622582209,0.0527026262258221
random_forest,Revenue,COGS_lag_1,0.04472757767065038,0.04472757767065039
random_forest,Revenue,Revenue_lag_14,0.019562091165886367,0.01956209116588637
random_forest,Revenue,Revenue_lag_7,0.018574511484362375,0.01857451148436238
random_forest,Revenue,COGS_lag_7,0.009812113467059897,0.009812113467059898
random_forest,Revenue,COGS_roll_min_7,0.00836083312553626,0.008360833125536262
random_forest,Revenue,cogs_to_revenue_lag_1,0.007086293273819394,0.007086293273819395
random_forest,Revenue,COGS_roll_mean_7,0.007010587447454247,0.007010587447454248
random_forest,Revenue,dayofmonth,0.006935209699941715,0.006935209699941716
random_forest,Revenue,dayofyear_cos,0.006072645906795177,0.006072645906795178
random_forest,Revenue,COGS_lag_30,0.005684862040393909,0.00568486204039391
random_forest,Revenue,COGS_lag_14,0.0041947707022163125,0.004194770702216313
random_forest,Revenue,Revenue_roll_std_30,0.004092680747502672,0.004092680747502673
random_forest,Revenue,COGS_roll_mean_30,0.0034790568012010494,0.00347905680120105
random_forest,Revenue,dayofweek_sin,0.003335618040708607,0.0033356180407086073
random_forest,Revenue,COGS_roll_max_7,0.003331967867650202,0.0033319678676502025
random_forest,Revenue,COGS_roll_std_7,0.0032922675971052222,0.0032922675971052227
random_forest,Revenue,Revenue_roll_std_7,0.0031184920220568083,0.0031184920220568087
random_forest,Revenue,Revenue_roll_std_365,0.0030806918249930847,0.003080691824993085
random_forest,Revenue,Revenue_roll_min_7,0.003028296607715326,0.0030282966077153266
random_forest,Revenue,gross_margin_lag_1,0.0028153197889135124,0.002815319788913513
random_forest,Revenue,COGS_roll_std_90,0.0023818575664802293,0.0023818575664802297
random_forest,Revenue,Revenue_lag_30,0.0023745278562459257,0.002374527856245926
random_forest,Revenue,COGS_roll_min_30,0.0021493976142933175,0.002149397614293318
random_forest,Revenue,year,0.0017201428058058583,0.0017201428058058585
random_forest,Revenue,Revenue_roll_min_30,0.0014788995489417674,0.0014788995489417676
random_forest,Revenue,Revenue_roll_mean_7,0.0013724617323505287,0.001372461732350529
random_forest,Revenue,COGS_roll_max_30,0.0012471986047314955,0.0012471986047314957
random_forest,Revenue,Revenue_roll_mean_365,0.0012012826235941487,0.0012012826235941489
random_forest,Revenue,revenue_expanding_mean,0.001192198388667847,0.0011921983886678473
random_forest,Revenue,month,0.0011085987898847725,0.0011085987898847727
random_forest,Revenue,weekofyear_sin,0.001103834242449557,0.0011038342424495571
random_forest,Revenue,Revenue_roll_std_90,0.0010930365068077576,0.0010930365068077578
random_forest,Revenue,cogs_expanding_mean,0.0009862164382978963,0.0009862164382978965
random_forest,Revenue,dayofweek_cos,0.0009701707771137574,0.0009701707771137575
random_forest,Revenue,dayofyear,0.0009341156378380743,0.0009341156378380744
random_forest,Revenue,COGS_roll_mean_90,0.0008636212285891808,0.0008636212285891809
random_forest,Revenue,Revenue_roll_max_7,0.0007853074966210355,0.0007853074966210356
random_forest,Revenue,Revenue_roll_mean_30,0.0007658243709432877,0.0007658243709432878
random_forest,Revenue,dayofweek,0.0007435793321444715,0.0007435793321444716
random_forest,Revenue,Revenue_roll_mean_90,0.000555065758665089,0.0005550657586650891
random_forest,Revenue,COGS_roll_std_30,0.0004940332577742573,0.0004940332577742574
random_forest,Revenue,Revenue_roll_max_90,0.0004845690390702575,0.00048456903907025757
random_forest,Revenue,month_cos,0.0004811998092077347,0.00048119980920773475
random_forest,Revenue,weekofyear,0.00046498121350145073,0.0004649812135014508
random_forest,Revenue,Revenue_roll_min_365,0.0004535612124457514,0.0004535612124457515
random_forest,Revenue,COGS_roll_std_365,0.00041226040477835977,0.0004122604047783598
random_forest,Revenue,Revenue_roll_max_30,0.0003960812201653324,0.0003960812201653325
random_forest,Revenue,COGS_roll_min_365,0.00021317959037672453,0.00021317959037672456
random_forest,Revenue,dayofyear_sin,0.00019464777171940292,0.00019464777171940295
random_forest,Revenue,COGS_roll_max_365,0.0001394541699066162,0.00013945416990661624
random_forest,Revenue,COGS_roll_max_90,0.00011694225301689679,0.0001169422530168968
random_forest,Revenue,COGS_roll_min_90,0.00010639204877186162,0.00010639204877186164
random_forest,Revenue,COGS_roll_mean_365,9.821500925850972e-05,9.821500925850974e-05
random_forest,Revenue,Revenue_roll_min_90,2.9536144478235748e-05,2.953614447823575e-05
random_forest,Revenue,month_sin,8.195725974741626e-06,8.195725974741628e-06
random_forest,Revenue,Revenue_roll_max_365,1.284569990575893e-06,1.2845699905758932e-06
random_forest,Revenue,quarter,0.0,0.0
random_forest,Revenue,is_weekend,0.0,0.0
random_forest,Revenue,is_month_start,0.0,0.0
random_forest,Revenue,is_month_end,0.0,0.0
random_forest,Revenue,is_quarter_start,0.0,0.0
random_forest,Revenue,is_quarter_end,0.0,0.0
random_forest,Revenue,is_year_start,0.0,0.0
random_forest,Revenue,is_year_end,0.0,0.0
random_forest,Revenue,weekofyear_cos,0.0,0.0
ridge,COGS,COGS_lag_365,958585.6789086496,0.09717709729527037
ridge,COGS,COGS_lag_1,674532.4558093926,0.06838106131695469
ridge,COGS,Revenue_lag_1,539104.6679694024,0.05465200234499803
ridge,COGS,weekofyear_sin,432793.2458498758,0.04387462934828303
ridge,COGS,Revenue_lag_7,430080.6733081869,0.04359964096528915
ridge,COGS,month_sin,428484.3153046181,0.04343780938315295
ridge,COGS,cogs_expanding_mean,306324.0175797275,0.031053748783430413
ridge,COGS,dayofmonth,277757.11234553,0.028157764636735343
ridge,COGS,COGS_roll_mean_90,275370.22942599177,0.027915793200266083
ridge,COGS,COGS_roll_mean_365,270204.39846258657,0.027392104531441742
ridge,COGS,COGS_roll_std_7,261420.34967237912,0.026501617240932432
ridge,COGS,Revenue_roll_mean_90,237229.41320951688,0.024049249092691724
ridge,COGS,Revenue_roll_std_7,211577.21964303192,0.021448745282864855
ridge,COGS,COGS_roll_mean_30,209586.4547131725,0.021246930503510744
ridge,COGS,quarter,198695.61067627167,0.020142865802892172
ridge,COGS,Revenue_roll_min_30,188033.67407464812,0.019062006706737543
ridge,COGS,Revenue_lag_365,175398.69804573432,0.017781129762818402
ridge,COGS,Revenue_roll_max_90,174533.0922904657,0.017693378551268013
ridge,COGS,dayofyear_cos,166599.31010093808,0.016889087457926236
ridge,COGS,COGS_roll_max_7,166379.98302207424,0.016866853066831947
ridge,COGS,Revenue_roll_max_7,165450.11198248298,0.01677258693029912
ridge,COGS,weekofyear_cos,158568.65022205937,0.016074975340912866
ridge,COGS,Revenue_roll_max_365,153216.00764452585,0.01553234855231325
ridge,COGS,COGS_lag_14,144764.88090782647,0.014675611399634424
ridge,COGS,Revenue_roll_min_365,135523.44530964308,0.013738756295252853
ridge,COGS,COGS_roll_max_30,134280.25438971556,0.013612727200889648
ridge,COGS,gross_margin_lag_1,127496.26770278181,0.012924997195287505
ridge,COGS,dayofweek_cos,127208.59991290417,0.012895834730814345
ridge,COGS,revenue_expanding_mean,125854.43418037494,0.012758555509937881
ridge,COGS,Revenue_roll_min_7,123783.00726994997,0.012548563582410252
ridge,COGS,dayofweek_sin,122876.36738105601,0.012456652515268994
ridge,COGS,is_month_start,114779.72857717545,0.0116358517521018
ridge,COGS,Revenue_roll_max_30,113919.61858389922,0.011548657676141478
ridge,COGS,COGS_roll_min_7,112433.0206704478,0.011397953077425914
ridge,COGS,is_weekend,109155.29493388084,0.011065672009788627
ridge,COGS,COGS_roll_min_365,108743.07232883648,0.0110238827393258
ridge,COGS,dayofyear,87350.41780043527,0.008855191806161273
ridge,COGS,COGS_roll_std_365,71997.29713509763,0.007298761605388659
ridge,COGS,COGS_lag_30,70376.60552680017,0.007134463192038214
ridge,COGS,Revenue_roll_min_90,67502.27081388577,0.00684307608893225
ridge,COGS,Revenue_lag_14,67469.96100927655,0.006839800666510254
ridge,COGS,Revenue_roll_mean_30,62458.585639636076,0.006331770009894234
ridge,COGS,year,57297.903727647405,0.005808603328703855
ridge,COGS,COGS_roll_max_365,55013.8993680001,0.005577061257125067
ridge,COGS,COGS_roll_std_30,54480.13456926877,0.005522950586665063
ridge,COGS,dayofyear_sin,53617.22491841882,0.005435472694033554
ridge,COGS,Revenue_roll_std_365,49909.773411274124,0.005059627963870805
ridge,COGS,month,46790.540216926645,0.004743414156088028
ridge,COGS,Revenue_roll_mean_365,44665.632966600584,0.0045280006326526975
ridge,COGS,Revenue_lag_30,43911.461359824294,0.0044515461130186585
ridge,COGS,COGS_roll_min_30,40826.70171687189,0.004138827078558436
ridge,COGS,is_quarter_end,38147.79620087758,0.003867251706945333
ridge,COGS,weekofyear,37500.89156743361,0.003801671429784801
ridge,COGS,Revenue_roll_std_90,33610.56951708353,0.0034072881078607603
ridge,COGS,COGS_roll_min_90,32914.24687676253,0.003336698055811984
ridge,COGS,COGS_lag_7,29028.747040293114,0.0029428035882050584
ridge,COGS,is_year_end,26919.770273224196,0.0027290050253887953
ridge,COGS,COGS_roll_max_90,26067.34490011932,0.002642589981598991
ridge,COGS,is_quarter_start,20662.053144563717,0.002094625856538235
ridge,COGS,Revenue_roll_mean_7,17109.02842197193,0.0017344362180357106
ridge,COGS,is_year_start,16557.27940269831,0.001678502388323623
ridge,COGS,Revenue_roll_std_30,15396.537399849567,0.0015608315937067458
ridge,COGS,dayofweek,10448.126702350159,0.0010591840118700027
ridge,COGS,COGS_roll_std_90,10229.38907202145,0.0010370093764124919
ridge,COGS,is_month_end,9751.843463277935,0.000988597954142308
ridge,COGS,month_cos,2842.198910345857,0.00028812932022690015
ridge,COGS,COGS_roll_mean_7,2705.293160472522,0.00027425043212284486
ridge,COGS,cogs_to_revenue_lag_1,13.967786689217041,1.4159912837869323e-06
ridge,Revenue,COGS_lag_365,1018137.9081127116,0.09064312881382379
ridge,Revenue,Revenue_lag_7,594217.0868683233,0.05290216140583763
ridge,Revenue,Revenue_lag_1,581743.0338017921,0.051791617156448096
ridge,Revenue,COGS_lag_1,558682.0992388034,0.04973854041163374
ridge,Revenue,month_sin,534566.5644298147,0.04759157435655643
ridge,Revenue,weekofyear_sin,492093.3632033424,0.04381025571668472
ridge,Revenue,gross_margin_lag_1,424917.2553818016,0.037829678286102335
ridge,Revenue,COGS_roll_mean_365,322416.4134155475,0.02870419838024658
ridge,Revenue,dayofmonth,317270.8445595921,0.028246096921775855
ridge,Revenue,COGS_roll_std_7,288556.14737110643,0.025689675070309236
ridge,Revenue,COGS_roll_mean_90,283018.5796362161,0.02519667460199412
ridge,Revenue,cogs_expanding_mean,280914.5721103999,0.025009358302632147
ridge,Revenue,weekofyear_cos,263209.1097679207,0.023433070364593814
ridge,Revenue,Revenue_roll_mean_90,220023.43422515405,0.01958832131837556
ridge,Revenue,Revenue_roll_max_7,218889.69879426615,0.019487386733891558
ridge,Revenue,COGS_roll_mean_30,199433.0781569762,0.01775519607813185
ridge,Revenue,Revenue_roll_std_7,198328.8629518666,0.017656889630373252
ridge,Revenue,quarter,187882.61379234513,0.016726877398589243
ridge,Revenue,Revenue_roll_max_30,180037.556794734,0.016028444989462664
ridge,Revenue,COGS_roll_max_7,175665.50670672176,0.015639208623592755
ridge,Revenue,Revenue_lag_365,169544.69926220618,0.015094283291555696
ridge,Revenue,dayofyear_cos,168671.85207705726,0.015016575154762228
ridge,Revenue,Revenue_roll_min_30,162134.31172818606,0.014434548783632649
ridge,Revenue,dayofweek_cos,152439.7670227302,0.013571459552276057
ridge,Revenue,COGS_lag_7,146354.9363752817,0.013029737174794439
ridge,Revenue,dayofweek_sin,144016.90890618652,0.012821586468133991
ridge,Revenue,COGS_roll_std_365,141658.8122734467,0.01261164903713008
ridge,Revenue,Revenue_lag_14,139554.08304049948,0.012424268485379582
ridge,Revenue,Revenue_roll_std_365,138574.64269403162,0.012337070536277668
ridge,Revenue,is_month_start,135369.58781860452,0.012051729818076503
ridge,Revenue,Revenue_roll_min_365,133460.02416901122,0.011881724534421826
ridge,Revenue,Revenue_roll_std_30,125510.33284810913,0.011173976705086614
ridge,Revenue,is_weekend,124608.54116508861,0.011093691687668114
ridge,Revenue,COGS_roll_max_30,124579.15840522826,0.011091075789305323
ridge,Revenue,COGS_lag_30,121340.17591864061,0.010802714552170264
ridge,Revenue,Revenue_roll_max_90,120345.41512806092,0.010714152649346512
ridge,Revenue,COGS_roll_max_365,116312.76146130062,0.01035513218378378
ridge,Revenue,Revenue_roll_mean_7,110563.24503007413,0.009843262274668122
ridge,Revenue,COGS_lag_14,103050.6762791807,0.009174430742530968
ridge,Revenue,COGS_roll_min_365,96106.21994126166,0.008556177315991932
ridge,Revenue,Revenue_roll_max_365,95530.06703932708,0.008504883379001293
ridge,Revenue,Revenue_roll_min_90,93539.5203888088,0.008327668313129411
ridge,Revenue,month_cos,88693.0892543859,0.007896198589721185
ridge,Revenue,COGS_roll_mean_7,85905.26175140741,0.00764800293228651
ridge,Revenue,dayofyear,73798.3402200811,0.00657014379438534
ridge,Revenue,year,73668.10987742024,0.006558549603037375
ridge,Revenue,revenue_expanding_mean,73476.69780308276,0.006541508503622016
ridge,Revenue,cogs_to_revenue_lag_1,67275.56187977229,0.005989431660387106
ridge,Revenue,weekofyear,64086.867259796425,0.005705547468586223
ridge,Revenue,dayofyear_sin,55321.908210298854,0.004925217705947086
ridge,Revenue,Revenue_roll_mean_30,53805.4629304828,0.0047902110985491965
ridge,Revenue,Revenue_roll_mean_365,53610.94308757962,0.004772893319654389
ridge,Revenue,Revenue_roll_min_7,51706.68887251856,0.0046033607261474815
ridge,Revenue,is_quarter_end,37046.17464752462,0.003298159467276457
ridge,Revenue,COGS_roll_min_30,34353.60623690122,0.0030584445687942066
ridge,Revenue,is_year_end,33328.433944178025,0.0029671751803889332
ridge,Revenue,month,26628.243183012783,0.0023706683128985814
ridge,Revenue,COGS_roll_min_90,24146.62140722923,0.00214973364334433
ridge,Revenue,is_month_end,21436.70718638934,0.0019084744761561359
ridge,Revenue,COGS_roll_max_90,20383.50513115511,0.0018147096444973859
ridge,Revenue,COGS_roll_min_7,18564.181295429495,0.001652738261758653
ridge,Revenue,COGS_roll_std_30,14827.21461181086,0.0013200423177444425
ridge,Revenue,is_quarter_start,12015.37114768307,0.0010697085591324135
ridge,Revenue,Revenue_roll_std_90,11293.772164050704,0.0010054657987910787
ridge,Revenue,Revenue_lag_30,9635.033526522324,0.0008577910498283804
ridge,Revenue,COGS_roll_std_90,8349.720586569869,0.000743361771187586
ridge,Revenue,is_year_start,8067.601001182393,0.0007182451325520774
ridge,Revenue,dayofweek,7683.659112097749,0.0006840634231470785
